date,year,type,country,activity,sex,age,injury,fatal,time
Feb,1955,Unprovoked,USA,Spearfishing,M,19,"Swimfin & 2 wool socks removed by shark, suit torn",No Fatal,Afternoon
Feb,1955,Unprovoked,AUSTRALIA,Swimming,M,25,"FATAL, legs bitten ",Fatal,Afternoon
Jan,1955,Unprovoked,AUSTRALIA,Others,M,13,"FATAL, anterior left leg & right calf bitten, no tissue lost  ",Fatal,Afternoon
Dec,1954,Unprovoked,AUSTRALIA,Swimming,M,23,FATAL,Fatal,Morning
Dec,1954,Unprovoked,SOUTH AFRICA,Swimming,M,16,Shallow lacerations on torso,No Fatal,Morning
Nov,1954,Unprovoked,USA,Spearfishing,M,0,Shoulder bitten,No Fatal,Afternoon
Oct,1954,Provoked,UNITED KINGDOM,Fishing,M,62,Arm broken by tail of netted shark PROVOKED INCIDENT,No Fatal,Evening
Sep,1954,Unprovoked,USA,Swimming,M,35,Minor bruises & abrasions on leg,No Fatal,Evening
Sep,1954,Unprovoked,AUSTRALIA,Spearfishing,M,35,"FATAL, after being bitten by shark, he was picked up by 85' trochus vessel Toorah that wrecked. His wounds reopened & he died ",Fatal,Evening
Jul,1954,Unprovoked,BERMUDA,Swimming,M,22,"Left thigh bitten, chest lacerated  & defense wounds on foot, fingers and hands",No Fatal,Evening
Jun,1954,Unprovoked,AUSTRALIA,Others,M,30,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark",No Fatal,Afternoon
Feb,1954,Unprovoked,AUSTRALIA,Swimming,M,23,"FATAL, right thigh bitten ",Fatal,Afternoon
Jan,1954,Unprovoked,ARGENTINA,Others,M,18,"Arm & left calf bitten, right leg lacerated",No Fatal,Afternoon
Jan,1954,Unprovoked,PAPUA NEW GUINEA,Others,M,26,Back & thighs lacerated,No Fatal,Afternoon
Dec,1953,Unprovoked,SOUTH AFRICA,Swimming,F,0,Left calf lacerated,No Fatal,Morning
Dec,1953,Unprovoked,AUSTRALIA,Swimming,M,16,Bruised shoulder chest & foot,No Fatal,Afternoon
Aug,1953,Unprovoked,MEXICO,Others,M,19,No injury,No Fatal,Afternoon
Jul,1953,Unprovoked,USA,Spearfishing,M,15,"FATAL, thigh bitten",Fatal,Morning
Apr,1953,Unprovoked,USA,Swimming,F,19,Lacerations to right foot,No Fatal,Afternoon
Feb,1953,Unprovoked,AUSTRALIA,Spearfishing,M,25,"Shark tore off face mask, diver’s face, nose & chin lacerated",No Fatal,Evening
Jan,1953,Unprovoked,AUSTRALIA,Fishing,F,0,"No injury to occupant, shark charged boat",No Fatal,Afternoon
Dec,1952,Unprovoked,AUSTRALIA,Fishing,M,25,Bitten on thigh and buttocks,No Fatal,Evening
Aug,1952,Provoked,ITALY,Fishing,M,17,Bitten by hooked shark                      PROVOKED INCIDENT,No Fatal,Evening
Dec,1952,Unprovoked,USA,Others,M,17,"FATAL, leg lacerated  ",Fatal,Afternoon
Dec,1952,Unprovoked,USA,Swimming,M,40,"FATAL, left arm severed below the elbow ",Fatal,Evening
Aug,1952,Provoked,ITALY,Fishing,F,19,Multiple injuries PROVOKED INCIDENT,No Fatal,Evening
Jul,1952,Provoked,USA,Fishing,M,43,Finger bitten by hooked shark PROVOKED INCIDENT,No Fatal,Evening
Jul,1952,Provoked,USA,Fishing,M,34,Thumb bitten by hooked shark PROVOKED INCIDENT,No Fatal,Evening
Jul,1952,Unprovoked,USA,Spearfishing,M,0,Leg lacerated & bone fractured ,No Fatal,Morning
Apr,1952,Provoked,SUDAN,Spearfishing,M,0,Right forearm lacerated by speared shark PROVOKED INCIDENT,No Fatal,Evening
Dec,1951,Provoked,AUSTRALIA,Spearfishing,M,18,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT,No Fatal,Evening
Dec,1951,Unprovoked,AUSTRALIA,Others,M,21,FATAL,Fatal,Afternoon
Nov,1951,Unprovoked,SOUTH AFRICA,Swimming,M,23,Thigh bruised & abraded,No Fatal,Afternoon
Nov,1951,Unprovoked,SOUTH AFRICA,Others,M,24,"Leg severed below knee, defense wounds on hand",No Fatal,Afternoon
Oct,1951,Unprovoked,AUSTRALIA,Swimming,M,42,"FATAL, leg severed, shark dragged him through hole in protective net",Fatal,Evening
Aug,1951,Unprovoked,GREECE,Swimming,M,18,Injured but survived,No Fatal,Evening
Aug,1951,Unprovoked,GREECE,Swimming,F,16,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",Fatal,Evening
Jul,1951,Unprovoked,unknown,,M,40,"""Molested by shark that nibbled his bare feet"",  rescued 30 hours later.",No Fatal,Afternoon
Jun,1951,Unprovoked,FRENCH POLYNESIA,Spearfishing,M,39,Right thumb bitten,No Fatal,Morning
Feb,1951,Unprovoked,SOUTH AFRICA,Others,M,31,"Leg bitten, defense wounds on hands",No Fatal,Afternoon
Feb,1951,Unprovoked,AUSTRALIA,Swimming,M,14,Leg bitten,No Fatal,Evening
Jan,1951,Unprovoked,SOUTH AFRICA,Swimming,M,19,"FATAL, right thigh bitten, leg severed at knee",Fatal,Afternoon
Dec,1950,Unprovoked,AUSTRALIA,Others,M,19,"No injury, shark bit oar",No Fatal,Evening
Dec,1950,Unprovoked,AUSTRALIA,Others,M,20,"FATAL, lower abdomen severely bitten & his left leg was severed",Fatal,Afternoon
Nov,1950,Provoked,AUSTRALIA,Diving,M,17,"Minor injury to hand and groin from shark ""caught on his fishing spear"" PROVOKED INCIDENT",No Fatal,Evening
Nov,1950,Unprovoked,AUSTRALIA,Others,M,21,Part of buttocks & fingers severed,No Fatal,Afternoon
Nov,1950,Unprovoked,AUSTRALIA,Others,M,18,"No injury to occupants, shark holed canoet",No Fatal,Evening
Oct,1950,Unprovoked,USA,Others,M,31,Right leg lacerated,No Fatal,Afternoon
Oct,1950,Unprovoked,AUSTRALIA,Fishing,M,25,Lacerations to right thumb and knee,No Fatal,Night
Aug,1950,Provoked,EL SALVADOR,Others,M,27,Left thigh bitten by hooked shark PROVOKED INCIDENT,No Fatal,Morning
Jul,1950,Unprovoked,JAPAN,Swimming,M,19,FATAL,Fatal,Evening
Jul,1950,Unprovoked,CUBA,,M,30,Found at 21h30 by searchlight. Had been constantly harassed by sharks & had numerous lacerations,No Fatal,Evening
Jul,1950,Unprovoked,USA,Swimming,M,11,Laceration to leg,No Fatal,Evening
Jul,1950,Unprovoked,USA,Others,M,21,Shallow lacerations on back of right thigh,No Fatal,Evening
Jun,1950,Unprovoked,USA,Swimming,M,16,"Gashes & lacerations on legs, foot lacerated.",No Fatal,Evening
Jun,1950,Unprovoked,USA,Others,M,25,"FATAL, bitten five times. Other survivors fought off sharks for 10 hours. One survivor's arm severed by a shark.",Fatal,Morning
Feb,1950,Unprovoked,SOUTH AFRICA,Others,M,14,"FATAL, body not recovered ",Fatal,Afternoon
Dec,1949,Unprovoked,AUSTRALIA,Others,M,35,"No injury,     Shark landed on top of him, knocked him back down 3 times",No Fatal,Evening
Nov,1949,Unprovoked,AUSTRALIA,Others,M,36,Left arm bitten ,No Fatal,Afternoon
Aug,1949,Unprovoked,AUSTRALIA,Swimming,M,21,Abdomen & chest abraded,No Fatal,Afternoon
Aug,1949,Unprovoked,AUSTRALIA,Swimming,M,34,"FATAL, right leg, thigh & fingers lacerated ",Fatal,Afternoon
Aug,1949,Unprovoked,AUSTRALIA,Swimming,M,18,Hip lacerated,No Fatal,Afternoon
Jul,1949,Unprovoked,USA,Others,M,16,"Abdomen abraded, thigh lacerated",No Fatal,Afternoon
Jul,1949,Provoked,USA,Fishing,M,16,Right hand bitten by hooked shark being pulled onboard PROVOKED INCIDENT,No Fatal,Evening
Apr,1949,Unprovoked,AUSTRALIA,Others,M,13,"FATAL, left leg severed",Fatal,Afternoon
Jan,1949,Unprovoked,AUSTRALIA,Others,M,20,FATAL,Fatal,Afternoon
Jan,1949,Unprovoked,AUSTRALIA,Surfing,M,32,"No injury, chased by 3 sharks",No Fatal,Afternoon
Dec,1948,Unprovoked,AUSTRALIA,Swimming,M,17,"FATAL, disappeared while swimming  ",Fatal,Evening
Dec,1948,Unprovoked,AUSTRALIA,Others,M,28,"FATAL, left hand severed, left leg arm bitten, tissue removed hip to knee  ",Fatal,Morning
Sep,1948,Unprovoked,GREECE,Swimming,M,17,FATAL,Fatal,Afternoon
Aug,1948,Provoked,BAHAMAS,Others,M,41,Shark that he speared bit his calf     PROVOKED INCIDENT,No Fatal,Evening
Feb,1948,Unprovoked,AUSTRALIA,Swimming,M,16,"FATAL, right thigh & leg bitten ",Fatal,Evening
Dec,1947,Unprovoked,AUSTRALIA,Fishing,M,0,Leg gashed,No Fatal,Evening
Nov,1947,Unprovoked,AUSTRALIA,Fishing,M,17,"No injury, ski bumped",No Fatal,Evening
Nov,1947,Unprovoked,AUSTRALIA,Fishing,M,16,"No injury, ski bumped",No Fatal,Evening
Nov,1947,Unprovoked,AUSTRALIA,Swimming,M,12,"FATAL, leg severed at knee  ",Fatal,Afternoon
Nov,1947,Unprovoked,AUSTRALIA,Swimming,M,13,Thighs & knee lacerated,No Fatal,Afternoon
Aug,1947,Unprovoked,USA,Swimming,M,20,"FATAL, calf bitten, leg surgically amputated  ",Fatal,Evening
Jul,1947,Unprovoked,SOUTH AFRICA,Swimming,M,20,Right thigh lacerated,No Fatal,Morning
Jun,1947,Unprovoked,USA,Fishing,M,35,"Left forearm, arm & leg lacerated",No Fatal,Morning
Apr,1947,Unprovoked,SOUTH AFRICA,Others,M,21,Ankle & shin lacerated,No Fatal,Afternoon
Apr,1947,Unprovoked,SOUTH AFRICA,Others,M,14,"Thigh severely lacerated, shin & calf lacerated",No Fatal,Afternoon
Jan,1947,Unprovoked,SOUTH AFRICA,Others,M,18,Flexed left leg lacerated,No Fatal,Afternoon
Aug,1946,Unprovoked,AUSTRALIA,Swimming,M,30,"FATAL, body not recovered",Fatal,Afternoon
Jul,1946,Unprovoked,IRAN,Swimming,M,12,"Left Achilles tendon severed, calf muscles severely lacerated",No Fatal,Evening
Apr,1946,Unprovoked,AUSTRALIA,Swimming,M,17,FATAL,Fatal,Afternoon
Feb,1946,Unprovoked,SOUTH AFRICA,Others,M,21,Right arm severely lacerated,No Fatal,Afternoon
Feb,1946,Unprovoked,AUSTRALIA,Others,M,18,"Leg bitten, surgically amputated",No Fatal,Afternoon
Feb,1946,Unprovoked,SOUTH AFRICA,Swimming,M,18,Flexed right  knee bitten,No Fatal,Morning
Jan,1946,Unprovoked,SOUTH AFRICA,Others,M,15,Knee & calf lacerated,No Fatal,Afternoon
Jan,1946,Unprovoked,SOUTH AFRICA,Others,M,18,Foot bitten,No Fatal,Afternoon
Jan,1946,Unprovoked,SOUTH AFRICA,Others,M,24,Calf lacerated,No Fatal,Evening
Aug,1944,Unprovoked,SOUTH AFRICA,Swimming,M,19,"FATAL, body not recovered",Fatal,Afternoon
Jul,1944,Unprovoked,SOUTH AFRICA,Swimming,M,17,"FATAL, body not recovered",Fatal,Afternoon
Feb,1944,Unprovoked,SOUTH AFRICA,Others,M,0,Foot & ankle lacerated,No Fatal,Afternoon
Jan,1944,Unprovoked,SOUTH AFRICA,Others,M,22,"FATAL, right thigh lacerated, femoral artery severed ",Fatal,Afternoon
Jan,1944,Unprovoked,AUSTRALIA,Surfing,M,14,"Both legs bitten, one surgically amputated",No Fatal,Afternoon
Jan,1944,Unprovoked,SOUTH AFRICA,Swimming,M,26,"FATAL, leg bitten knee to ankle & posterior tibial artery severed; died of toxemia 2 days later ",Fatal,Afternoon
Dec,1943,Unprovoked,SOUTH AFRICA,Others,M,17,"FATAL, abdomen, buttock & thigh lacerated  ",Fatal,Morning
Sep,1943,Unprovoked,PANAMA,,M,20,"FATAL, left leg  & shoulder bitten  ",Fatal,Afternoon
Jul,1943,Unprovoked,MEXICO,Swimming,M,68,"No injury, a shark made a threat display",No Fatal,Morning
Jun,1943,Unprovoked,AUSTRALIA,Fishing,M,18,"No injury to occupant, shark grabbed rudder and dragged the dinghy stern-first",No Fatal,Evening
Dec,1942,Unprovoked,AUSTRALIA,Others,F,15,"FATAL, legs bitten ",Fatal,Morning
Nov,1942,Unprovoked,SOUTH AFRICA,,M,0,"192 survived, but 750 perished. Many were taken by sharks, including Levine",No Fatal,Morning
Nov,1942,Unprovoked,SOUTH AFRICA,Swimming,M,18,"FATAL, body not recovered",Fatal,Afternoon
Sep,1942,Unprovoked,AUSTRALIA,Others,M,24,"Right foot severed & calf removed, leg  surgically amputated below the knee",No Fatal,Afternoon
Jul,1942,Provoked,ITALY,Others,M,20,"After he hit the shark with an oar, the shark bit the oar and overturned the boat  PROVOKED INCIDENT",No Fatal,Evening
Jan,1942,Unprovoked,AUSTRALIA,Swimming,F,28,"FATAL, bitten in two  ",Fatal,Afternoon
Dec,1941,Unprovoked,AUSTRALIA,Swimming,M,10,Right ankle bitten,No Fatal,Night
Nov,1941,Unprovoked,unknown,,M,23,Right hand severed,No Fatal,Evening
Jun,1941,Provoked,USA,Fishing,M,43,Left hand bitten as he tried to put rope around shark's tail PROVOKED INCIDENT,No Fatal,Afternoon
Jan,1941,Unprovoked,unknown,Others,M,19,Clothing torn by sharks,No Fatal,Evening
Dec,1940,Unprovoked,AUSTRALIA,Others,M,23,"FATAL, injuries to lower back ",Fatal,Morning
Dec,1940,Unprovoked,SOUTH AFRICA,Swimming,M,17,"FATAL, multiple injuries to legs & buttocks ",Fatal,Morning
Sep,1940,Unprovoked,PANAMA,Others,M,18,FATAL,Fatal,Evening
Feb,1940,Unprovoked,SOUTH AFRICA,Swimming,M,17,"FATAL, left thigh & knee bitten ",Fatal,Afternoon
Feb,1940,Unprovoked,AUSTRALIA,Others,M,55,"FATAL, injuries to both arms  ",Fatal,Afternoon
Jan,1940,Unprovoked,AUSTRALIA,,M,17,Shoulder nipped,No Fatal,Evening
Jan,1940,Unprovoked,AUSTRALIA,Swimming,M,13,"FATAL, left leg severed  ",Fatal,Morning
Jan,1940,Unprovoked,AUSTRALIA,Swimming,M,22,Chest lacerated,No Fatal,Afternoon
Jan,1940,Unprovoked,SOUTH AFRICA,Swimming,M,18,"FATAL, leg & thigh bitten  ",Fatal,Afternoon
Dec,1939,Unprovoked,AUSTRALIA,Swimming,M,20,"FATAL, left foot & right leg bitten, later surgically amputated  ",Fatal,Afternoon
Jul,1939,Provoked,BAHAMAS,Others,M,38,Minor injury to shoulder & back PROVOKED INCIDENT,No Fatal,Afternoon
Jul,1939,Provoked,USA,Others,M,0,Leg bitten by snared shark PROVOKED INCIDENT,No Fatal,Morning
Jan,1939,Unprovoked,AUSTRALIA,Others,M,11,No injury,No Fatal,Evening
Oct,1938,Provoked,AUSTRALIA,Fishing,M,18,Laceration to left foot & ankle by netted shark PROVOKED INCIDENT,No Fatal,Afternoon
Jan,1938,Unprovoked,AUSTRALIA,Diving,M,24,Superficial lacerations on feet & toes,No Fatal,Afternoon
Nov,1937,Unprovoked,AUSTRALIA,Diving,M,17,FATAL,Fatal,Evening
Oct,1937,Unprovoked,AUSTRALIA,Swimming,M,25,FATAL,Fatal,Afternoon
Oct,1937,Unprovoked,AUSTRALIA,Swimming,M,18,FATAL,Fatal,Afternoon
Oct,1937,Unprovoked,AUSTRALIA,Swimming,M,16,Tooth imprints on torso,No Fatal,Evening
Aug,1937,Unprovoked,AUSTRALIA,Diving,M,38,"Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",No Fatal,Morning
Jun,1937,Unprovoked,USA,Swimming,M,14,FATAL,Fatal,Night
Feb,1937,Unprovoked,AUSTRALIA,Swimming,M,32,"FATAL, buttocks, ankle & right elbow bitten ",Fatal,Afternoon
Feb,1937,Provoked,AUSTRALIA,Fishing,M,20,Left shoulder bitten by netted shark PROVOKED INCIDENT,No Fatal,Evening
Jan,1937,Provoked,AUSTRALIA,Others,M,18,Bitten on forearm PROVOKED INCIDENT,No Fatal,Evening
Dec,1936,Unprovoked,AUSTRALIA,Swimming,M,15,"FATAL, leg severed at knee",Fatal,Morning
Dec,1936,Unprovoked,AUSTRALIA,Fishing,M,50,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",Fatal,Evening
Jul,1936,Unprovoked,USA,Swimming,M,16,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",Fatal,Afternoon
Jun,1936,Unprovoked,AUSTRALIA,Diving,M,16,FATAL,Fatal,Evening
Apr,1936,Unprovoked,AUSTRALIA,Diving,M,16,"Arm & back bitten, heel lacerated",No Fatal,Morning
Feb,1936,Unprovoked,AUSTRALIA,Swimming,M,14,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Fatal,Afternoon
Jan,1936,Unprovoked,AUSTRALIA,Swimming,M,13,FATAL ,Fatal,Evening
Sep,1935,Unprovoked,USA,Swimming,M,38,"FATAL, thigh bitten ",Fatal,Evening
Aug,1935,Unprovoked,AUSTRALIA,Others,M,38,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Fatal,Night
Jul,1935,Unprovoked,CROATIA,Swimming,F,22,FATAL,Fatal,Afternoon
Jun,1935,Unprovoked,USA,Fishing,M,31,Arm lacerated by a shark that leapt onto boat ,No Fatal,Evening
Feb,1935,Unprovoked,AUSTRALIA,Surfing,M,20,"Thigh lacerated, abrasions",No Fatal,Afternoon
Dec,1934,Unprovoked,AUSTRALIA,Others,F,13,Hands severed,No Fatal,Evening
Dec,1934,Unprovoked,AUSTRALIA,Swimming,M,19,"FATAL, left leg bitten ",Fatal,Afternoon
Dec,1934,Unprovoked,AUSTRALIA,,M,14,FATAL,Fatal,Afternoon
Oct,1934,Unprovoked,AUSTRALIA,Swimming,M,12,Leg injured,No Fatal,Afternoon
Aug,1934,Unprovoked,CROATIA,Swimming,F,18,FATAL,Fatal,Evening
Jun,1934,Provoked,AUSTRALIA,Fishing,M,0,Hand bitten while landing shark PROVOKED INCIDENT,No Fatal,Night
Apr,1934,Unprovoked,AUSTRALIA,Others,M,34,Leg lacerated & punctured,No Fatal,Morning
Apr,1934,Unprovoked,SOUTH AFRICA,Swimming,M,12,Right thigh lacerated,No Fatal,Afternoon
Apr,1934,Unprovoked,AUSTRALIA,Swimming,M,15,"FATAL, right leg lacerated",Fatal,Afternoon
Feb,1934,Unprovoked,AUSTRALIA,Others,M,0,"Lacerated knee & foot, deep puncture wounds",No Fatal,Afternoon
Jan,1934,Unprovoked,AUSTRALIA,Swimming,M,22,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,No Fatal,Afternoon
Nov,1933,Unprovoked,AUSTRALIA,Others,M,17,"Hand badly injured, right arm surgically amputated above wrist",No Fatal,Evening
Jun,1933,Unprovoked,USA,Others,M,15,Right knee & left leg bitten,No Fatal,Evening
Apr,1933,Unprovoked,USA,Swimming,M,24,FATAL,Fatal,Evening
Jan,1933,Unprovoked,AUSTRALIA,Swimming,M,38,Severe abdominal wounds FATAL (Note: 14 days earlier a dog was bitten in two by a large shark),Fatal,Afternoon
Oct,1932,Unprovoked,AUSTRALIA,Swimming,M,24,"Torso bitten with pneumothorax, slight lacerations on left hand",No Fatal,Morning
Jun,1932,Provoked,USA,Fishing,M,32,Knee bitten by boated shark PROVOKED INCIDENT,No Fatal,Evening
Jan,1932,Unprovoked,AUSTRALIA,Swimming,M,0,Thigh bitten,No Fatal,Afternoon
Nov,1931,Unprovoked,AUSTRALIA,Diving,M,45,Left foot acerated,No Fatal,Evening
Sep,1931,Unprovoked,USA,Swimming,F,20,Right thigh & calf lacerated,No Fatal,Evening
Aug,1931,Unprovoked,CUBA,Swimming,M,18,FATAL  (Wire netting installed at local beaches after this incident.),Fatal,Evening
Feb,1931,Unprovoked,AUSTRALIA,Swimming,M,39,Death may have been due to drowning,No Fatal,Evening
Jan,1931,Unprovoked,AUSTRALIA,Swimming,M,18,Severe bump & few superficial wounds ,No Fatal,Afternoon
Dec,1930,Unprovoked,AUSTRALIA,Swimming,M,49,"Bumped by shark, legs abraded",No Fatal,Afternoon
Aug,1930,Unprovoked,AUSTRALIA,Fishing,M,17,Minor injury,No Fatal,Afternoon
Jul,1930,Unprovoked,CUBA,Swimming,M,29,"Right arm & leg bitten, arm & leg surgically amputated ",No Fatal,Evening
Jul,1930,Unprovoked,USA,Swimming,M,21,Arm lacerated from shoulder to wrist,No Fatal,Evening
Feb,1930,Unprovoked,AUSTRALIA,Diving,M,18,FATAL,Fatal,Afternoon
Jan,1930,Unprovoked,SOUTH AFRICA,Swimming,M,23,Torso & arm bitten,No Fatal,Afternoon
Dec,1929,Unprovoked,AUSTRALIA,Diving,M,16,"FATAL, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions  ",Fatal,Evening
Dec,1929,Unprovoked,AUSTRALIA,Others,F,17,Superficial lacerations on right leg,No Fatal,Evening
Apr,1929,Provoked,AUSTRALIA,Others,M,19,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,No Fatal,Afternoon
Feb,1929,Unprovoked,AUSTRALIA,Others,M,20,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Fatal,Afternoon
Feb,1929,Unprovoked,AUSTRALIA,Swimming,M,39,"FATAL, right thigh bitten, femoral artery severed",Fatal,Afternoon
Jan,1929,Unprovoked,AUSTRALIA,Swimming,M,0,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",Fatal,Afternoon
Jan,1929,Unprovoked,AUSTRALIA,Others,M,14,"FATAL, right thigh & hip bitten",Fatal,Evening
Nov,1928,Unprovoked,PANAMA,Swimming,M,17,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Fatal,Morning
Apr,1928,Unprovoked,AUSTRALIA,Others,M,19,Tissue of left leg stripped from knee to ankle ,No Fatal,Afternoon
Apr,1928,Unprovoked,AUSTRALIA,Others,M,15,Lacerations to right leg ,No Fatal,Morning
Apr,1928,Unprovoked,AUSTRALIA,Others,M,28,"FATAL, right hand severed, large lacerations on thigh",Fatal,Evening
Jan,1928,Unprovoked,SOUTH AFRICA,Others,M,18,Foot bitten,No Fatal,Morning
Dec,1927,Unprovoked,SOUTH AFRICA,Swimming,M,17,"FATAL, leg bitten  ",Fatal,Morning
Feb,1927,Provoked,NEW ZEALAND,Fishing,M,70,Severely bitten by shark caught 30 minutes earlier  PROVOKED INCIDENT,No Fatal,Evening
Jan,1927,Unprovoked,SOUTH AFRICA,Others,M,0,Both thighs  lacerated,No Fatal,Morning
Jan,1927,Unprovoked,AUSTRALIA,Swimming,M,15,"FATAL, leg bitten from thigh to ankle",Fatal,Morning
Oct,1926,Unprovoked,AUSTRALIA,Others,M,17,"3"" laceration to leg",No Fatal,Afternoon
Jul,1926,Unprovoked,ITALY,Swimming,M,20,"FATAL, body was not recovered",Fatal,Morning
Jul,1926,Unprovoked,USA,Swimming,M,15,Leg & hand lacerated and dog bitten,No Fatal,Evening
Apr,1926,Unprovoked,unknown,,M,26,When taken back on board 2 hours later both legs were bleeding from shark bites,No Fatal,Night
Apr,1926,Unprovoked,USA,Swimming,F,0,Right leg bitten thigh to heel,No Fatal,Afternoon
Nov,1925,Unprovoked,AUSTRALIA,Others,M,55,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Fatal,Afternoon
Nov,1924,Unprovoked,PANAMA,,M,35,Knee bitten,No Fatal,Evening
Nov,1924,Unprovoked,USA,Others,M,35,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Fatal,Evening
Apr,1924,Unprovoked,AUSTRALIA,Fishing,M,20,"FATAL, partial remains recovered ",Fatal,Afternoon
Feb,1924,Unprovoked,AUSTRALIA,Others,F,30,"Legs severely bitten, surgically amputated",No Fatal,Evening
Jan,1924,Unprovoked,SOUTH AFRICA,Swimming,M,22,FATAL,Fatal,Afternoon
Jan,1924,Unprovoked,AUSTRALIA,Others,M,16,"FATAL, right thigh severely bitten, left arm lacerated ",Fatal,Afternoon
Dec,1922,Unprovoked,AUSTRALIA,Others,M,19,"FATAL, severe injuries to torso  ",Fatal,Morning
Jun,1922,Unprovoked,USA,Others,F,18,"FATAL, thigh bitten",Fatal,Evening
Feb,1922,Unprovoked,AUSTRALIA,Swimming,M,18,"FATAL, both arms & shoulder bitten",Fatal,Afternoon
Jan,1922,Unprovoked,AUSTRALIA,Swimming,M,54,FATAL,Fatal,Afternoon
Jan,1922,Unprovoked,AUSTRALIA,Others,M,0,Small laceration on left thigh & swim costume torn,No Fatal,Evening
Jan,1922,Unprovoked,AUSTRALIA,Surfing,M,26,"FATAL, disappeared, then his shark-bitten remains washed ashore ",Fatal,Evening
